,station_name,installed_capacity,planned_capacity,winter_valley_18_19,winter_peak_18_19,summer_valley_18_19,summer_peak_18_19,winter_valley_16_17,winter_peak_16_17,summer_valley_16_17,summer_peak_16_17
1318,Belgard,,,2.3,1.9,0.8,1.9,0.2,0.2,,0.0
1319,Belgard,,,0.3,0.3,0.2,0.2,0.3,0.3,0.2,0.3
1320,Belgard,,,1.1,1.1,0.4,1.1,1.2,1.1,0.4,1.1
1321,Belgard,,,0.4,0.4,0.1,0.4,0.2,0.3,0.0,0.2
1322,Bellacorick,15,15,3.6,4.4,0.6,1.7,4.4,5.2,1.7,3.3
1323,Bellacorick,15,15,3.6,4.4,0.6,1.7,4.4,5.2,1.7,3.3
1324,Bellacorick,,,3.6,4.4,0.6,1.7,4.4,5.2,1.7,3.3
1325,Bellacorick,,,3.6,4.4,0.6,1.7,4.4,5.2,1.7,3.3
1326,Bellacorick,10,10,1.1,1.2,1.3,2.5,,,,
1327,Bellacorick,10,10,1.1,1.2,1.3,2.5,,,,
1328,Bellacorick,,,1.1,1.3,1.3,2.6,0.3,0.4,0.2,0.3
1329,Bellacorick,,,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.1
1330,Bellacorick,,,1.1,1.3,1.3,2.5,0.2,0.2,0.2,0.2
1331,Bellacorick,,,,,,,,,,
1332,Bellefield,20,18,6.9,7.8,2.0,5.4,6.9,8.2,2.1,5.5
1333,Bellefield,10,9,3.4,3.9,1.0,2.7,6.9,8.2,2.1,5.5
1334,Bellefield,10,9,3.4,3.9,1.0,2.7,0.0,0.0,0.0,0.0
1335,Bellefield,,,6.9,7.8,2.0,5.3,6.8,8.1,2.0,5.4
1336,Bellefield,,,1.6,2.2,0.6,1.4,1.8,2.7,0.5,1.5
1337,Bellefield,,,1.7,2.3,0.5,1.1,2.0,2.8,0.7,1.6
1338,Bellefield,,,2.4,2.1,0.6,1.8,2.2,2.0,0.6,1.6
1339,Bellefield,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,Bellefield,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,Bellefield,,,1.2,1.2,0.4,1.0,0.8,0.6,0.3,0.8
1342,Belmullet,10,10,2.6,2.9,2.6,4.8,,,,
1343,Belmullet,5,5,0.0,0.0,0.9,1.6,,,,
1344,Belmullet,,,0.0,0.0,0.9,1.6,2.5,2.6,0.8,1.6
1345,Belmullet,,,0.0,0.0,0.3,0.5,1.2,0.8,0.3,0.7
1346,Belmullet,,,0.0,0.0,0.6,1.1,1.3,1.8,0.5,1.0
1347,Belmullet,5,5,2.6,2.9,1.7,3.2,,,,
1348,Belmullet,,,2.4,2.7,1.7,3.2,0.6,0.5,0.2,0.5
1349,Belmullet,,,1.2,1.8,0.9,1.6,,,,
1350,Belmullet,,,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0
1351,Belmullet,,,0.0,0.0,0.9,1.6,0.6,0.5,0.2,0.5
1352,Belview,,,10.7,12.1,6.3,7.7,,,,
1353,Belview,,,2.8,2.6,0.0,2.5,,,,
1354,Belview,,,5.9,7.3,6.2,4.7,,,,
1355,Belview,,,2.0,2.2,0.1,0.5,,,,
1356,Belview,30,30,8.7,9.9,6.2,7.2,5.2,5.3,4.5,6.6
1357,Belview,15,15,2.8,2.6,0.0,2.5,2.0,1.9,4.5,6.6
1358,Belview,,,2.3,2.3,0.3,2.1,1.6,1.6,1.0,1.3
1359,Belview,,,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
1360,Belview,,,0.2,0.2,0.1,0.2,0.1,0.2,0.0,0.1
1361,Belview,,,2.0,2.0,0.1,1.8,1.6,1.5,1.0,1.2
1362,Belview,15,15,5.9,7.3,6.2,4.7,3.2,3.4,0.0,0.0
1363,Belview,,,5.8,7.0,5.8,4.7,3.5,3.3,3.0,4.8
1364,Belview,,,3.6,4.6,5.7,4.6,3.3,3.0,3.0,4.7
1365,Belview,,,2.1,2.4,0.1,0.1,0.2,0.3,0.0,0.1
1366,Binbane,189,176.4,23.4,23.8,8.7,14.8,15.9,16.4,9.2,12.8
1367,Binbane,63,56.7,11.7,11.9,4.3,7.4,8.0,8.2,4.6,6.4
1368,Binbane,63,56.7,11.7,11.9,4.3,7.4,8.0,8.2,4.6,6.4
1369,Binbane,,,17.5,22.0,8.3,15.7,17.2,20.5,9.5,14.7
1370,Binbane,,,10.1,12.5,4.6,9.9,9.8,12.4,4.9,8.7
1371,Binbane,,,7.4,9.5,3.7,5.8,7.4,8.0,4.6,6.1
1372,Binbane,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,Binbane,,,,,,,,,,
1374,Binbane,63,63,,,,,,,,
1375,Birdhill,20,20,7.3,10.5,3.0,4.9,6.3,10.0,2.7,5.4
1376,Birdhill,10,10,3.5,5.5,1.4,2.2,3.0,5.4,1.4,2.6
1377,Birdhill,,,3.5,5.5,1.4,2.2,2.9,5.4,1.3,2.6
1378,Birdhill,,,1.2,1.8,0.5,0.7,1.1,1.9,0.5,1.0
1379,Birdhill,,,1.1,1.5,0.4,0.5,0.7,1.4,0.3,0.6
1380,Birdhill,,,1.3,2.2,0.6,1.0,1.1,2.1,0.5,1.1
1381,Birdhill,10,10,3.9,5.1,1.5,2.7,3.3,4.6,1.3,2.7
1382,Birdhill,,,3.8,5.1,1.5,2.7,3.3,4.6,1.3,2.7
1383,Birdhill,,,1.9,2.3,0.8,1.3,1.7,2.0,0.7,1.4
1384,Birdhill,,,0.6,0.9,0.3,0.4,0.4,0.8,0.2,0.3
1385,Birdhill,,,1.3,1.8,0.5,0.9,1.3,1.8,0.5,1.1
1386,Birr,20,20,8.5,11.7,3.0,7.2,8.5,10.5,3.0,7.4
1387,Birr,10,10,3.5,3.8,1.0,3.0,3.3,3.6,1.0,2.7
1388,Birr,,,3.5,3.8,1.0,3.0,3.3,3.6,1.0,2.7
1389,Birr,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,Birr,,,1.5,1.4,0.5,1.1,1.3,1.3,0.3,0.6
1391,Birr,,,1.0,1.2,0.4,0.8,1.0,1.2,0.5,1.2
1392,Birr,,,1.0,1.1,0.2,1.1,1.0,1.1,0.2,0.9
1393,Birr,10,10,5.0,8.0,2.0,4.1,5.2,6.9,2.0,4.6
1403,Birr,,,0.4,0.4,0.1,0.4,0.5,0.4,0.1,0.4
1404,Birr,,,0.7,0.7,0.9,1.8,0.7,0.6,0.2,0.7
1405,Birr,,,0.0,0.0,0.0,0.0,1.8,1.7,0.5,1.5
1406,Belfield,20,20,11.9,10.4,6.4,12.4,9.2,9.1,5.9,9.8
1407,Belfield,10,10,5.7,5.7,3.2,6.0,3.6,3.9,2.5,3.8
1408,Belfield,,,5.7,5.7,3.2,6.0,3.6,3.8,2.5,3.7
1409,Belfield,,,2.0,1.9,1.4,2.4,0.1,0.2,0.0,0.1
1410,Belfield,,,0.9,1.0,0.7,1.0,0.8,0.8,0.6,1.2
1411,Belfield,,,2.0,1.7,1.0,2.2,2.1,1.8,1.3,2.1
1412,Belfield,,,0.7,1.0,0.2,0.3,0.6,1.0,0.6,0.3
1413,Belfield,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,Belfield,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,Belfield,10,10,6.2,4.7,3.1,6.4,5.5,5.3,3.4,6.1
1416,Belfield,,,6.2,4.7,3.2,6.4,5.5,5.3,3.4,6.0
1417,Belfield,,,1.6,1.9,0.5,0.9,1.5,2.0,0.5,1.0
1418,Belfield,,,0.6,0.6,0.3,0.5,0.5,0.6,0.2,0.5
1419,Belfield,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,Belfield,,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
1421,Belfield,,,4.0,2.2,2.4,5.0,3.6,2.7,2.4,4.6
1422,Belgard,20,20,11.9,10.5,3.8,10.1,11.5,10.6,3.7,9.7
1423,Belgard,10,10,6.9,6.1,2.2,5.7,8.7,8.0,2.9,7.4
1424,Belgard,,,7.0,6.2,2.2,5.7,8.8,8.0,2.9,7.4
1425,Belgard,,,0.5,0.5,0.3,0.5,0.5,0.6,0.5,0.5
1426,Belgard,,,2.0,1.8,0.6,1.6,1.7,1.7,0.6,1.3
1427,Belgard,,,2.5,1.9,0.5,2.1,2.3,1.8,0.4,1.7
1428,Belgard,,,0.0,0.0,0.0,0.0,2.5,2.1,0.8,2.1
1429,Belgard,,,1.9,2.0,0.8,1.5,1.8,1.8,0.6,1.8
1430,Belgard,10,10,5.0,4.4,1.6,4.5,2.8,2.6,0.8,2.3
1431,Belgard,,,5.0,4.3,1.6,4.5,2.7,2.6,0.8,2.3
1432,Belgard,,,0.9,0.7,0.2,0.8,0.8,0.7,0.3,0.7
1433,Belgard,,,2.3,1.9,0.8,1.9,0.2,0.2,,0.0
1434,Belgard,,,0.3,0.3,0.2,0.2,0.3,0.3,0.2,0.3
1435,Belgard,,,1.1,1.1,0.4,1.1,1.2,1.1,0.4,1.1
1436,Belgard,,,0.4,0.4,0.1,0.4,0.2,0.3,0.0,0.2
1437,Bellacorick,15,15,3.6,4.4,0.6,1.7,4.4,5.2,1.7,3.3
1438,Bellacorick,15,15,3.6,4.4,0.6,1.7,4.4,5.2,1.7,3.3
1439,Bellacorick,,,3.6,4.4,0.6,1.7,4.4,5.2,1.7,3.3
1440,Bellacorick,,,3.6,4.4,0.6,1.7,4.4,5.2,1.7,3.3
1441,Bellacorick,10,10,1.1,1.2,1.3,2.5,,,,
1442,Bellacorick,10,10,1.1,1.2,1.3,2.5,,,,
1443,Bellacorick,,,1.1,1.3,1.3,2.6,0.3,0.4,0.2,0.3
1444,Bellacorick,,,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.1
1445,Bellacorick,,,1.1,1.3,1.3,2.5,0.2,0.2,0.2,0.2
1446,Bellacorick,,,,,,,,,,
1447,Bellefield,20,18,6.9,7.8,2.0,5.4,6.9,8.2,2.1,5.5
1448,Bellefield,10,9,3.4,3.9,1.0,2.7,6.9,8.2,2.1,5.5
1449,Bellefield,10,9,3.4,3.9,1.0,2.7,0.0,0.0,0.0,0.0
1450,Bellefield,,,6.9,7.8,2.0,5.3,6.8,8.1,2.0,5.4
1451,Bellefield,,,1.6,2.2,0.6,1.4,1.8,2.7,0.5,1.5
1452,Bellefield,,,1.7,2.3,0.5,1.1,2.0,2.8,0.7,1.6
1453,Bellefield,,,2.4,2.1,0.6,1.8,2.2,2.0,0.6,1.6
1454,Bellefield,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,Bellefield,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1456,Bellefield,,,1.2,1.2,0.4,1.0,0.8,0.6,0.3,0.8
1457,Belmullet,10,10,2.6,2.9,2.6,4.8,,,,
1458,Belmullet,5,5,0.0,0.0,0.9,1.6,,,,
1459,Belmullet,,,0.0,0.0,0.9,1.6,2.5,2.6,0.8,1.6
1460,Belmullet,,,0.0,0.0,0.3,0.5,1.2,0.8,0.3,0.7
1461,Belmullet,,,0.0,0.0,0.6,1.1,1.3,1.8,0.5,1.0
1462,Belmullet,5,5,2.6,2.9,1.7,3.2,,,,
1463,Belmullet,,,2.4,2.7,1.7,3.2,0.6,0.5,0.2,0.5
1464,Belmullet,,,1.2,1.8,0.9,1.6,,,,
1465,Belmullet,,,1.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0
1466,Belmullet,,,0.0,0.0,0.9,1.6,0.6,0.5,0.2,0.5
1467,Belview,,,10.7,12.1,6.3,7.7,,,,
1468,Belview,,,2.8,2.6,0.0,2.5,,,,
1469,Belview,,,5.9,7.3,6.2,4.7,,,,
1470,Belview,,,2.0,2.2,0.1,0.5,,,,
1471,Belview,30,30,8.7,9.9,6.2,7.2,5.2,5.3,4.5,6.6
1472,Belview,15,15,2.8,2.6,0.0,2.5,2.0,1.9,4.5,6.6
1473,Belview,,,2.3,2.3,0.3,2.1,1.6,1.6,1.0,1.3
1474,Belview,,,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
1475,Belview,,,0.2,0.2,0.1,0.2,0.1,0.2,0.0,0.1
1476,Belview,,,2.0,2.0,0.1,1.8,1.6,1.5,1.0,1.2
1477,Belview,15,15,5.9,7.3,6.2,4.7,3.2,3.4,0.0,0.0
1478,Belview,,,5.8,7.0,5.8,4.7,3.5,3.3,3.0,4.8
1479,Belview,,,3.6,4.6,5.7,4.6,3.3,3.0,3.0,4.7
1480,Belview,,,2.1,2.4,0.1,0.1,0.2,0.3,0.0,0.1
1481,Binbane,189,176.4,23.4,23.8,8.7,14.8,15.9,16.4,9.2,12.8
1482,Binbane,63,56.7,11.7,11.9,4.3,7.4,8.0,8.2,4.6,6.4
1483,Binbane,63,56.7,11.7,11.9,4.3,7.4,8.0,8.2,4.6,6.4
1484,Binbane,,,17.5,22.0,8.3,15.7,17.2,20.5,9.5,14.7
1485,Binbane,,,10.1,12.5,4.6,9.9,9.8,12.4,4.9,8.7
1486,Binbane,,,7.4,9.5,3.7,5.8,7.4,8.0,4.6,6.1
1487,Binbane,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1488,Binbane,,,,,,,,,,
1489,Binbane,63,63,,,,,,,,
1490,Birdhill,20,20,7.3,10.5,3.0,4.9,6.3,10.0,2.7,5.4
1491,Birdhill,10,10,3.5,5.5,1.4,2.2,3.0,5.4,1.4,2.6
1492,Birdhill,,,3.5,5.5,1.4,2.2,2.9,5.4,1.3,2.6
1493,Birdhill,,,1.2,1.8,0.5,0.7,1.1,1.9,0.5,1.0
1494,Birdhill,,,1.1,1.5,0.4,0.5,0.7,1.4,0.3,0.6
1495,Birdhill,,,1.3,2.2,0.6,1.0,1.1,2.1,0.5,1.1
1496,Birdhill,10,10,3.9,5.1,1.5,2.7,3.3,4.6,1.3,2.7
1497,Birdhill,,,3.8,5.1,1.5,2.7,3.3,4.6,1.3,2.7
1498,Birdhill,,,1.9,2.3,0.8,1.3,1.7,2.0,0.7,1.4
1499,Birdhill,,,0.6,0.9,0.3,0.4,0.4,0.8,0.2,0.3
1500,Birdhill,,,1.3,1.8,0.5,0.9,1.3,1.8,0.5,1.1
1501,Birr,20,20,8.5,11.7,3.0,7.2,8.5,10.5,3.0,7.4
1502,Birr,10,10,3.5,3.8,1.0,3.0,3.3,3.6,1.0,2.7
1503,Birr,,,3.5,3.8,1.0,3.0,3.3,3.6,1.0,2.7
1504,Birr,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,Birr,,,1.5,1.4,0.5,1.1,1.3,1.3,0.3,0.6
1506,Birr,,,1.0,1.2,0.4,0.8,1.0,1.2,0.5,1.2
1507,Birr,,,1.0,1.1,0.2,1.1,1.0,1.1,0.2,0.9
1508,Birr,10,10,5.0,8.0,2.0,4.1,5.2,6.9,2.0,4.6
1518,Birr,,5.8,1.9,4.1,5.1,7.0,2.0,4.7,,
1519,Birr,,0.7,0.3,0.6,0.6,1.2,0.3,0.6,,
1520,Birr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1521,Birr,,1.9,0.6,1.5,1.7,1.7,0.8,1.9,,
1522,Birr,,0.8,0.4,0.6,0.8,1.3,0.3,0.6,,
1523,Birr,{7.16},,,,,,,,,
1524,Birr,,2.5,0.6,1.4,2.0,2.8,0.6,1.6,,
1525,Bishopstown,20,10.6,3.8,7.4,10.3,14.1,3.6,7.9,,
1526,Bishopstown,10,5.3,1.8,3.9,5.0,6.6,1.7,3.8,,
1527,Bishopstown,,5.3,1.5,3.5,4.9,6.5,1.4,3.4,,
1528,Bishopstown,,0.9,0.2,0.6,0.8,0.9,0.2,0.6,,
1529,Bishopstown,,0.3,0.1,0.3,0.4,0.7,0.1,0.2,,
1530,Bishopstown,,1.9,0.5,1.6,1.8,2.3,0.4,1.5,,
1531,Bishopstown,,0.4,0.0,0.0,0.4,0.5,,,,
1532,Bishopstown,,1.8,0.6,1.0,1.6,2.3,0.6,1.1,,
1533,Bishopstown,10,5.2,2.0,3.5,5.3,7.5,1.9,4.1,,
1534,Bishopstown,,5.3,1.8,2.9,5.2,7.5,1.7,3.5,,
1535,Bishopstown,,0.7,0.0,0.0,0.7,0.8,0.0,0.0,,
1536,Bishopstown,,1.7,0.6,1.2,1.8,1.8,0.5,1.3,,
1537,Bishopstown,,0.6,0.3,0.7,0.8,1.2,0.3,0.7,,
1538,Bishopstown,,0.8,0.3,0.1,0.7,1.4,0.3,0.6,,
1539,Bishopstown,,1.4,0.6,0.9,1.3,2.3,0.5,0.9,,
1540,Blackrock,"{1.00}
113.4",43.0,22.0,41.5,49.4,64.0,22.8,35.1,,
1541,Blackrock,56.7,21.5,11.0,20.8,24.7,31.9,11.4,17.5,,
1542,Blackrock,"{1.00}
56.7",21.5,11.0,20.8,24.7,32.0,11.4,17.6,,
1543,Blackrock,,43.8,22.8,42.9,49.8,66.1,23.0,36.5,,
1544,Blackrock,,9.5,2.9,6.0,9.3,13.5,4.5,7.4,,
1545,Blackrock,{1.00},25.2,11.1,21.5,20.3,25.7,10.5,13.3,,
1546,Blackrock,,9.1,8.8,15.4,20.2,27.0,8.0,15.8,,
1547,Blake,"{5.68}
31.5",19.2,9.1,17.1,,,,,,
1548,Blake,"{5.68}
31.5",19.2,9.1,17.1,,,,,,
1549,Blake,,18.6,10.0,17.5,20.7,27.6,9.2,18.1,,
1550,Blake,,3.5,1.9,2.8,3.3,5.0,2.1,2.8,,
1551,Blake,{5.26},3.7,5.0,4.9,5.4,5.9,4.0,5.0,,
1552,Blake,,1.5,-1.1,0.1,0.1,0.7,-1.0,0.0,,
1553,Blake,{0.42},0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1554,Blake,,9.9,4.2,9.7,11.8,16.1,4.1,10.3,,
1555,Blake,"{5.26}
9",6.6,2.9,5.1,5.5,6.5,3.0,4.9,,
1556,Blake,"{5.26}
4.5",3.3,1.5,2.6,2.8,3.3,1.5,2.5,,
1557,Blake,4.5,3.3,1.5,2.6,2.8,3.3,1.5,2.5,,
1558,Blake,,5.7,2.8,5.1,5.6,6.6,3.0,5.0,,
1559,Blake,,2.4,1.8,2.8,2.1,1.7,1.7,2.4,,
1560,Blake,,0.6,0.1,0.4,0.6,0.8,0.4,0.6,,
1561,Blake,,0.8,0.3,0.6,0.9,1.5,0.3,0.6,,
1562,Blake,,1.1,0.2,0.7,1.1,0.8,0.2,0.5,,
1563,Blake,{5.26},,,,,,,,,
1564,Blake,,0.9,0.4,0.7,0.9,1.6,0.3,0.8,,
1565,Blanchfield,46.5,,,,,,,,,
1575,Blanchfield,,,1.5,1.8,0.5,1.0,1.3,1.5,0.5,1.0
1576,Blanchfield,,,0.4,0.5,0.1,0.2,0.4,0.4,0.1,0.2
1577,Blanchfield,,,1.7,2.4,0.7,1.1,1.2,2.0,0.5,0.9
1578,Blanchfield,,,0.1,0.2,0.0,0.1,0.1,0.2,0.1,0.1
1579,Brewery Road,20,20,8.9,8.7,2.7,6.4,8.5,8.9,2.8,7.3
1580,Brewery Road,10,10,6.4,6.2,1.8,4.5,5.5,5.9,1.8,4.5
1581,Brewery Road,,,6.3,6.0,1.3,4.4,5.4,5.8,1.4,4.3
1582,Brewery Road,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1583,Brewery Road,,,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0
1584,Brewery Road,,,2.1,1.7,0.6,1.9,2.3,1.7,0.4,1.8
1585,Brewery Road,,,2.7,2.4,0.2,1.1,1.5,1.7,0.3,1.3
1586,Brewery Road,,,1.4,1.9,0.6,1.3,1.6,2.4,0.7,1.3
1587,Brewery Road,10,10,2.5,2.5,0.9,1.9,3.0,3.0,1.0,2.8
1588,Brewery Road,,,2.5,2.5,0.7,1.6,2.8,3.0,0.8,2.5
1589,Brewery Road,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,Brewery Road,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1591,Brewery Road,,,0.6,1.0,0.1,0.0,0.3,1.0,0.1,0.1
1592,Brewery Road,,,1.9,1.5,0.6,1.5,2.5,2.0,0.7,2.4
1593,Brewery Road,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1594,Bruff,10,10,3.4,5.2,1.3,2.5,5.1,7.5,1.5,3.0
1595,Bruff,5,5,1.3,1.9,0.5,1.0,1.3,2.0,0.5,1.0
1596,Bruff,,,1.4,2.0,0.6,1.0,1.1,1.4,0.7,0.9
1597,Bruff,,,1.1,1.5,0.3,0.6,0.6,0.9,0.4,0.6
1598,Bruff,,,0.3,0.5,0.3,0.4,0.4,0.5,0.3,0.3
1599,Bruff,5,5,2.1,3.3,0.9,1.5,3.8,5.5,1.0,2.0
1600,Bruff,,,2.0,3.0,0.9,1.7,3.8,5.3,1.2,1.9
1601,Bruff,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,Bruff,,,0.6,0.8,0.3,0.5,1.2,1.9,0.5,0.9
1603,Bruff,,,1.4,2.2,0.6,1.2,2.6,3.4,0.7,1.0
1604,Bunclody,20,19,5.4,9.8,2.3,3.9,5.7,6.1,1.5,4.9
1605,Bunclody,5,4.5,2.7,3.0,1.1,2.0,2.7,3.0,0.6,2.5
1606,Bunclody,5,4.5,2.7,3.0,1.1,2.0,3.0,3.0,0.9,2.4
1607,Bunclody,,,5.2,6.2,1.8,3.6,5.5,6.1,1.5,3.5
1608,Bunclody,,,1.6,1.7,0.6,1.3,1.6,1.9,0.6,1.3
1609,Bunclody,,,1.6,1.1,0.9,1.7,2.5,2.0,0.9,2.2
1610,Bunclody,,,0.8,1.2,0.3,0.6,0.7,1.2,,
1611,Bunclody,,,1.3,2.2,0.0,0.0,0.7,1.1,,
1612,Bunclody,10,10,0.0,3.8,0.0,0.0,,,,
1613,Bunclody,,,,,,,,,,
1614,Bunclody,,,,,,,,,,
1615,Buncrana,10,9,5.6,7.7,2.0,4.4,6.2,9.1,2.3,5.4
1616,Buncrana,5,4.5,2.8,3.9,1.0,2.2,3.1,4.6,1.1,2.7
1617,Buncrana,5,4.5,2.8,3.9,1.0,2.2,3.1,4.5,1.2,2.7
1618,Buncrana,,,5.6,7.4,1.7,4.5,6.1,8.8,2.1,5.3
1619,Buncrana,,,1.1,1.8,0.4,0.8,2.0,3.2,0.8,1.7
1620,Buncrana,,,0.3,0.4,0.0,0.2,0.2,0.3,0.0,0.2
1621,Buncrana,,,2.0,2.0,0.5,1.6,2.0,2.1,0.5,1.7
1622,Buncrana,,,2.1,3.2,0.8,1.8,1.9,3.2,0.8,1.7
1623,Bundoran,10,9,3.2,4.3,1.7,3.0,2.8,4.0,1.7,3.1
1624,Bundoran,5,4.5,1.6,2.1,0.8,1.5,1.4,1.9,0.8,1.6
1625,Bundoran,5,4.5,1.6,2.1,0.8,1.5,1.5,2.1,0.9,1.6
1626,Bundoran,,,3.2,4.3,1.7,2.5,2.8,4.0,1.7,
1627,Bundoran,,,0.8,0.9,0.4,0.9,0.8,0.8,0.4,
1628,Bundoran,,,0.7,1.2,0.4,0.6,0.4,1.0,0.3,
1629,Bundoran,,,0.9,1.1,0.6,0.4,0.9,1.1,0.6,
1630,Bundoran,,,0.7,1.1,0.3,0.6,0.7,1.1,0.4,
1631,Bush,10,9,2.4,3.1,0.4,2.2,2.5,3.2,0.7,1.2
1632,Bush,5,4.5,1.2,1.5,0.2,1.1,1.4,1.6,0.4,0.6
1633,Bush,5,4.5,1.2,1.5,0.2,1.1,1.1,1.6,0.4,0.6
1634,Bush,,,2.4,3.1,0.7,2.2,2.4,3.4,0.7,1.2
1635,Bush,,,0.3,0.4,0.0,0.3,0.3,0.4,0.0,0.3
1636,Bush,,,0.4,0.6,0.2,0.3,0.4,0.7,0.2,0.0
1637,Bush,,,1.0,1.4,0.5,0.9,0.9,1.2,0.5,0.9
1638,Bush,,,0.7,0.6,0.0,0.7,0.7,1.0,0.0,0.0
1639,Bushfield,20,20,7.5,8.2,4.9,6.5,8.0,8.9,6.7,10.0
1640,Bushfield,10,10,3.8,3.8,3.5,3.4,3.0,3.0,4.5,5.3
1641,Bushfield,,,3.8,3.7,3.4,3.4,3.0,2.9,4.4,5.3
1642,Bushfield,,,2.0,1.9,2.5,2.1,1.3,1.1,2.3,1.1
1643,Bushfield,,,1.2,1.0,0.6,0.9,1.1,1.1,0.5,0.9
1644,Bushfield,,,0.6,0.8,0.4,0.5,0.6,0.7,1.7,3.3
1645,Bushfield,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,Bushfield,10,10,3.7,4.5,1.4,3.1,5.0,6.0,2.2,4.7
1647,Bushfield,,,3.7,4.5,1.4,3.1,4.9,5.9,2.2,4.7
1648,Bushfield,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,Bushfield,,,0.8,0.9,0.3,0.7,0.8,0.9,0.5,0.9
1650,Bushfield,,,1.3,1.1,0.4,1.0,2.6,2.4,1.0,2.4
1651,Bushfield,,,1.6,2.5,0.7,1.3,1.5,2.6,0.8,1.3
1652,Butlerstown,63,56.7,27.1,33.9,13.8,25.7,27.7,39.2,12.2,26.8
1653,Butlerstown,31.5,28.35,13.5,16.9,6.9,12.8,13.5,19.1,6.0,13.0
1654,Butlerstown,31.5,28.35,13.5,16.9,6.9,12.8,14.2,20.1,6.2,13.9
1655,Butlerstown,,,27.6,34.2,15.4,26.9,28.4,39.9,12.7,26.7
1656,Butlerstown,,,0.0,0.0,1.2,2.7,6.0,10.5,2.5,6.2
1657,Butlerstown,,,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
1658,Butlerstown,,,2.5,3.3,2.9,3.1,2.2,2.4,1.3,0.8
1659,Butlerstown,,,13.2,19.8,6.0,10.9,10.3,16.8,4.7,8.6
1660,Butlerstown,,,11.8,11.2,5.4,10.2,9.7,10.1,4.2,11.0
1661,Buttevant,4,3.6,3.3,4.9,1.4,2.6,3.1,4.3,1.6,2.1
1662,Buttevant,2,1.8,1.7,2.4,0.7,1.3,1.7,2.2,0.8,1.1
1663,Buttevant,2,1.8,1.7,2.4,0.7,1.3,1.5,2.2,0.8,1.1
1664,Buttevant,,,3.3,4.9,1.4,2.6,3.3,4.3,1.6,2.1
1665,Buttevant,,,1.4,2.0,0.6,1.0,1.3,1.9,0.6,0.7
1666,Buttevant,,,0.9,1.4,0.4,0.9,1.1,1.1,0.6,0.8
1667,Buttevant,,,1.0,1.4,0.4,0.7,0.9,1.3,0.4,0.6
1668,Cabra,40,40,15.0,14.7,3.8,10.0,11.3,12.1,2.9,9.9
1669,Cabra,20,20,12.2,11.1,2.9,8.8,5.3,7.3,2.9,6.8
1670,Cabra,,,12.2,13.2,3.3,8.8,9.8,10.3,2.6,8.1
1671,Cabra,,,2.1,2.8,0.9,1.6,2.1,3.3,1.0,1.8
1672,Cabra,,,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.2
1673,Cabra,,,2.0,1.2,0.1,1.6,1.9,1.2,0.1,1.5
1674,Cabra,,,3.4,4.7,1.0,1.9,0.8,0.9,0.4,0.8
1675,Cabra,,,2.2,1.4,0.4,2.0,2.6,1.8,0.0,0.0
1676,Cabra,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1677,Cabra,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,Cabra,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,Cabra,,,2.5,3.0,0.9,1.8,2.4,3.0,1.0,1.9
1680,Cabra,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
