,station_name,installed_capacity,planned_capacity,winter_valley_18_19,winter_peak_18_19,summer_valley_18_19,summer_peak_18_19,winter_valley_16_17,winter_peak_16_17,summer_valley_16_17,summer_peak_16_17
5042,Kilmore,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5043,Kilmore,20,20,4.1,4.2,3.4,4.3,8.2,8.0,3.4,4.4
5044,Kilmore,,,4.1,4.1,3.4,4.3,8.2,8.0,3.5,4.5
5045,Kilmore,,,1.2,1.2,1.3,1.5,1.5,1.5,1.5,1.7
5046,Kilmore,,,1.6,1.5,0.8,1.5,1.7,1.6,0.9,1.6
5047,Kilmore,,,0.0,0.0,0.0,0.0,3.9,3.9,0.0,0.0
5048,Kilmore,,,1.4,1.4,1.3,1.3,1.1,1.1,1.1,1.2
5058,Kilpaddoge,20,20,,,,,,,,
5059,Kilpaddoge,20,20,,,,,,,,
5060,Kilpaddoge,,,,,,,,,,
5061,Kilpaddoge,,,,,,,,,,
5062,Kilross Road,7,5,4.8,5.6,2.7,4.7,4.1,5.1,2.5,4.2
5063,Kilross Road,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5064,Kilross Road,5,5,4.8,5.6,2.7,4.7,4.1,5.1,2.5,4.2
5065,Kilross Road,,,4.7,5.3,3.0,4.8,4.3,5.4,2.7,4.4
5066,Kilross Road,,,1.3,1.2,0.4,1.1,1.2,1.2,0.4,1.0
5067,Kilross Road,,,2.0,2.0,1.8,2.7,1.8,1.9,1.6,2.3
5068,Kilross Road,,,1.3,1.9,0.6,1.0,1.2,2.0,0.6,1.0
5069,Kilross Road,,,0.2,0.2,0.1,0.1,0.2,0.3,0.1,0.2
5070,Kilrush,10,9,4.2,5.9,1.9,4.3,4.7,6.1,2.0,4.3
5071,Kilrush,5,4.5,2.1,2.9,0.9,2.1,2.4,3.1,1.0,2.2
5072,Kilrush,5,4.5,2.1,2.9,0.9,2.1,2.3,3.0,1.0,2.2
5073,Kilrush,,,4.1,5.6,1.9,4.1,4.6,5.8,1.9,4.2
5074,Kilrush,,,0.6,1.0,0.3,0.4,0.5,1.0,0.3,0.5
5075,Kilrush,,,0.8,0.8,0.3,0.6,0.8,0.8,0.3,0.6
5076,Kilrush,,,1.4,1.6,0.5,1.6,1.9,2.0,0.5,1.6
5077,Kilrush,,,0.4,0.7,0.2,0.4,0.4,0.7,0.2,0.4
5078,Kilrush,,,0.9,1.5,0.6,1.1,1.0,1.3,0.6,1.1
5079,Kilsaran,5,5,2.7,3.1,1.7,2.8,,,,
5080,Kilsaran,5,5,2.7,3.1,1.7,2.8,,,,
5081,Kilsaran,,,2.9,3.9,1.4,3.1,8.8,5.7,1.4,5.5
5082,Kilsaran,,,1.4,1.4,0.7,1.8,6.7,3.3,0.7,3.8
5083,Kilsaran,,,1.5,2.5,0.8,1.3,2.1,2.4,0.7,1.7
5084,Kilshanny,4,3.6,2.6,3.7,1.4,2.3,2.6,3.7,1.2,2.2
5085,Kilshanny,2,1.8,1.3,1.9,0.7,1.2,1.3,1.9,0.6,1.1
5086,Kilshanny,2,1.8,1.3,1.9,0.7,1.2,1.3,1.8,0.6,1.1
5087,Kilshanny,,,2.6,3.7,1.4,2.4,2.5,3.7,1.2,2.2
5088,Kilshanny,,,0.5,0.6,0.2,0.4,0.5,0.6,0.3,0.5
5089,Kilshanny,,,0.7,1.0,0.1,0.1,0.6,0.9,0.3,0.5
5090,Kilshanny,,,1.4,2.2,1.1,1.9,1.4,2.3,0.6,1.2
5091,Kilteel,63,56.7,31.3,34.8,12.4,25.8,29.5,38.6,12.1,24.7
5092,Kilteel,31.5,28.35,15.6,17.4,6.2,12.9,15.0,19.7,6.2,12.6
5093,Kilteel,31.5,28.35,15.6,17.4,6.2,12.9,14.5,18.9,5.9,12.1
5094,Kilteel,,,31.6,34.8,12.4,26.8,29.6,38.9,12.2,26.0
5095,Kilteel,,,24.3,26.0,9.7,20.9,23.1,29.5,9.4,20.2
5096,Kilteel,,,7.3,8.8,2.7,5.9,6.5,9.4,2.8,5.8
5097,Kiltimagh,5,5,1.4,1.6,0.0,0.1,,,,
5098,Kiltimagh,5,5,1.4,1.6,0.0,0.1,,,,
5099,Kiltimagh,,,1.3,1.7,0.0,0.0,1.4,1.4,,
5100,Kiltimagh,,,,,,,,,,
5101,Kiltimagh,,,1.3,1.7,0.0,0.0,1.4,1.4,,
5102,Kimmage,20,20,8.7,11.2,4.9,9.2,7.2,11.3,3.6,7.1
5103,Kimmage,10,10,2.5,3.7,2.0,3.2,3.6,5.6,1.5,2.7
5104,Kimmage,,,2.4,3.7,2.1,3.2,3.5,5.6,1.6,2.7
5105,Kimmage,,,0.3,0.6,0.2,0.3,0.2,0.6,0.3,0.2
5106,Kimmage,,,1.1,2.0,0.4,0.7,1.0,2.1,0.4,0.7
5107,Kimmage,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5108,Kimmage,,,1.0,1.2,1.5,2.3,2.3,2.9,0.9,1.8
5109,Kimmage,10,10,6.3,7.4,2.9,6.0,3.6,5.7,2.1,4.4
5110,Kimmage,,,6.2,7.3,2.8,5.9,3.6,5.7,2.1,4.3
5111,Kimmage,,,2.1,1.0,0.8,1.5,0.0,0.0,0.3,0.5
5112,Kimmage,,,1.4,1.8,0.5,1.2,1.4,1.8,0.5,1.3
5113,Kimmage,,,1.4,2.1,0.5,1.4,1.5,2.8,0.6,1.3
5114,Kimmage,,,0.0,1.3,0.4,0.8,0.0,0.0,0.4,0.8
5115,Kimmage,,,1.4,1.1,0.5,1.0,0.7,1.2,0.4,0.5
5116,Kingsbridge,20,20,9.8,9.2,5.5,9.4,10.2,8.9,4.7,8.3
5117,Kingsbridge,10,10,7.7,6.9,4.5,7.4,7.9,6.3,3.6,6.5
5118,Kingsbridge,,,7.7,6.9,4.5,7.4,7.9,6.2,3.6,6.5
5119,Kingsbridge,,,1.9,1.9,1.0,1.6,1.9,1.9,1.0,1.6
5120,Kingsbridge,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5121,Kingsbridge,,,1.4,1.3,0.8,1.0,1.2,1.1,0.7,1.0
5122,Kingsbridge,,,4.4,3.7,2.6,4.8,4.9,3.2,1.9,3.9
5123,Kingsbridge,10,10,2.2,2.4,1.0,1.9,2.3,2.6,1.1,1.9
5124,Kingsbridge,,,2.2,2.4,1.0,1.9,2.2,2.6,1.1,1.9
5125,Kingsbridge,,,0.8,0.9,0.4,0.7,1.0,1.2,0.5,0.6
5126,Kingsbridge,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5127,Kingsbridge,,,1.1,1.2,0.6,1.0,1.1,1.2,0.6,1.0
5128,Kingsbridge,,,0.3,0.2,0.0,0.2,0.2,0.2,0.0,0.4
5129,Kingscourt,20,18,9.3,10.0,2.1,8.1,7.8,7.4,2.3,8.1
5130,Kingscourt,10,9,4.7,5.0,1.1,4.1,1.9,2.4,0.9,2.1
5131,Kingscourt,10,9,4.7,5.0,1.1,4.1,5.9,5.0,1.4,6.0
5132,Kingscourt,,,9.3,9.9,2.1,8.1,7.7,7.4,2.4,8.1
5133,Kingscourt,,,3.3,3.2,0.3,3.0,2.6,1.4,0.2,3.2
5134,Kingscourt,,,1.8,1.9,0.5,1.6,1.1,1.2,0.5,1.4
5135,Kingscourt,,,1.8,2.2,0.5,1.3,1.7,2.1,0.4,1.2
5136,Kingscourt,,,0.8,1.1,0.4,0.7,0.8,1.2,0.4,0.7
5137,Kingscourt,,,1.6,1.6,0.5,1.5,1.6,1.5,0.8,1.6
5138,Kinsale,10,9,7.6,11.4,3.2,5.7,7.2,9.8,3.4,6.4
5139,Kinsale,5,4.5,3.8,5.7,1.6,2.9,3.6,4.9,1.7,3.2
5140,Kinsale,5,4.5,3.8,5.7,1.6,2.9,3.6,5.0,1.7,3.3
5141,Kinsale,,,7.7,10.7,3.1,5.8,6.9,9.2,3.3,6.3
5142,Kinsale,,,2.6,2.9,1.1,2.5,2.5,2.8,0.9,2.5
5143,Kinsale,,,1.2,1.5,0.5,0.9,1.2,1.3,0.5,0.9
5144,Kinsale,,,1.1,1.8,0.4,0.8,0.5,0.8,0.4,0.7
5145,Kinsale,,,0.6,1.1,0.3,0.5,0.6,1.1,0.3,0.5
5146,Kinsale,,,1.0,1.4,0.7,0.9,0.9,1.3,0.5,0.7
5147,Kinsale,,,1.2,1.9,0.1,0.3,1.1,1.8,0.7,1.0
5148,Knockafutera WF,,,,,,,,,,
5149,Knockafutera WF,,,,,,,,,,
5150,Knockaphunta,10,9,6.5,8.3,2.4,4.6,5.9,7.8,2.4,4.7
5151,Knockaphunta,5,4.5,3.2,4.1,1.2,2.3,3.0,4.0,1.2,2.4
5152,Knockaphunta,5,4.5,3.2,4.1,1.2,2.3,2.9,3.8,1.2,2.3
5153,Knockaphunta,,,6.4,8.2,2.6,4.8,6.0,8.0,2.7,4.5
5154,Knockaphunta,,,1.8,1.9,0.6,1.4,1.8,2.1,0.6,1.4
5155,Knockaphunta,,,0.6,0.8,0.3,0.4,0.6,0.8,0.3,0.0
5156,Knockaphunta,,,0.5,1.0,0.2,0.4,0.7,1.3,0.3,0.5
5157,Knockaphunta,,,0.3,0.6,0.3,0.2,0.2,0.5,0.2,0.3
5158,Knockaphunta,,,1.2,1.9,0.4,0.7,0.7,1.5,0.5,0.7
5159,Knockaphunta,,,0.5,0.7,0.3,0.3,0.4,0.7,0.2,0.4
5160,Knockaphunta,,,1.5,1.3,0.6,1.3,1.5,1.2,0.6,1.3
5161,Knockawarriga,,,,,,,,,,
5162,Knockawarriga,,,,,,,,,,
5163,Knockbrogan,10,9,4.8,5.5,1.4,3.5,5.0,5.8,1.3,3.6
5173,Knockbrogan,4.5,2.4,0.7,1.7,2.5,2.9,0.7,1.8,,
5174,Knockbrogan,4.5,2.4,0.7,1.7,2.5,2.9,0.7,1.8,,
5175,Knockbrogan,,4.8,1.4,3.5,5.0,5.8,1.3,3.6,,
5176,Knockbrogan,,1.1,0.4,0.7,1.2,1.8,0.3,0.8,,
5177,Knockbrogan,,1.0,0.1,0.8,1.0,1.1,0.3,0.8,,
5178,Knockbrogan,,1.6,0.4,1.1,1.6,1.7,0.4,1.1,,
5179,Knockbrogan,,1.1,0.5,0.9,1.2,1.1,0.3,0.9,,
5180,Knockbrogan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5181,Knockbrogan,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5182,Knockearagh,"{18.44}
56.7",32.5,14.7,35.4,35.0,40.0,13.9,33.3,,
5183,Knockearagh,"{17.74}
28.35",16.2,7.4,17.7,17.6,20.1,1.1,16.7,,
5184,Knockearagh,"{0.70}
28.35",16.2,7.4,17.7,17.5,20.0,12.8,16.6,,
5185,Knockearagh,,27.6,16.3,36.4,36.3,40.7,14.0,33.5,,
5186,Knockearagh,{0.70},4.4,2.6,6.0,4.2,5.7,2.7,4.5,,
5187,Knockearagh,{17.74},0.6,4.2,9.5,9.8,8.1,2.3,8.8,,
5188,Knockearagh,,8.2,3.4,7.4,7.8,9.6,3.3,7.1,,
5189,Knockearagh,,14.4,6.0,13.5,14.5,17.4,5.7,13.1,,
5190,Knockrour,{26.10},,,,,,,,,
5191,Knockrour,{26.10},,,,,,,,,
5192,Knockrour,,,,,,,,,,
5193,Kyleeragh,15,5.9,2.3,4.8,6.7,7.9,2.3,5.6,,
5194,Kyleeragh,10,3.0,1.4,2.4,4.0,5.0,1.5,3.5,,
5195,Kyleeragh,,2.8,1.3,2.3,3.7,4.7,1.4,3.4,,
5196,Kyleeragh,,1.4,0.5,1.1,2.3,2.5,0.8,2.2,,
5197,Kyleeragh,,0.1,0.1,0.1,0.1,0.2,0.0,0.0,,
5198,Kyleeragh,,1.3,0.6,1.1,1.4,2.1,0.6,1.2,,
5199,Kyleeragh,5,2.8,0.9,2.4,2.7,2.9,0.8,2.1,,
5200,Kyleeragh,,2.7,0.9,2.3,2.5,2.7,0.8,1.9,,
5201,Kyleeragh,,0.7,0.2,0.5,0.6,0.7,0.2,0.5,,
5202,Kyleeragh,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,
5203,Kyleeragh,,0.7,0.2,0.8,0.8,0.7,0.2,0.7,,
5204,Kyleeragh,,1.2,0.5,0.9,1.2,1.4,0.4,0.8,,
5205,Kyletaun,"{0.30}
9",8.4,3.3,7.0,7.4,9.9,3.8,7.4,,
5206,Kyletaun,4.5,4.2,1.6,3.5,3.9,5.2,2.0,3.9,,
5207,Kyletaun,"{0.30}
4.5",4.2,1.6,3.5,3.5,4.7,1.8,3.5,,
5208,Kyletaun,,8.3,3.3,6.9,7.4,9.8,3.8,7.3,,
5209,Kyletaun,,2.9,1.1,2.4,1.5,1.8,1.2,2.3,,
5210,Kyletaun,,1.6,0.8,1.4,2.7,4.3,1.2,2.1,,
5211,Kyletaun,,2.2,0.7,1.8,2.1,2.1,0.7,1.7,,
5212,Kyletaun,{0.30},1.6,0.6,1.4,1.1,1.6,0.7,1.3,,
5213,Lacka,{7.89},4.1,2.4,5.0,,,,,,
5214,Lacka,{7.89},2.1,1.2,2.5,,,,,,
5215,Lacka,,2.0,1.2,2.5,,,,,,
5216,Lake,9,3.4,1.1,2.6,3.2,3.8,1.0,2.6,,
5217,Lake,4.5,1.7,0.5,1.3,1.5,1.8,0.5,1.2,,
5218,Lake,4.5,1.7,0.5,1.3,1.7,2.0,0.6,1.4,,
5219,Lake,,3.4,1.1,2.6,3.2,3.9,1.0,2.6,,
5220,Lake,,0.3,0.2,0.3,0.4,0.6,0.1,0.3,,
5221,Lake,,1.4,0.4,1.0,1.1,1.2,0.4,1.0,,
5222,Lake,,1.7,0.6,1.3,1.7,2.1,0.5,1.3,,
5223,Lake,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5224,Lanesborough,"{5.26}
31.5",12.5,4.7,10.5,,,,,,
5225,Lanesborough,"{5.26}
31.5",12.5,4.7,10.5,,,,,,
5226,Lanesborough,,13.8,4.7,10.7,13.5,16.0,4.0,10.9,,
5227,Lanesborough,,2.4,0.9,1.9,2.4,3.6,0.3,1.8,,
5228,Lanesborough,{5.26},11.4,3.8,8.9,11.1,12.4,3.7,9.1,,
5229,Largan Hill,{6.25},,,,,,,,,
5230,Largan Hill,{6.25},,,,,,,,,
5231,Lawlesstown,,9.5,4.6,10.5,,,,,,
5232,Lawlesstown,,6.7,3.1,6.2,,,,,,
5233,Lawlesstown,,2.7,1.5,2.9,,,,,,
5234,Lawlesstown,,,,,,,,,,
5235,Lawlesstown,,0.1,0.0,1.4,,,,,,
5236,Lawlesstown,20,9.4,4.5,9.1,10.2,12.9,2.8,6.5,,
5237,Lawlesstown,10,2.7,1.5,2.9,4.1,4.8,1.0,2.5,,
5238,Lawlesstown,,2.6,1.2,2.4,3.2,4.0,0.9,2.3,,
5239,Lawlesstown,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,
5240,Lawlesstown,,0.2,0.3,0.5,0.9,0.8,0.0,0.3,,
5241,Lawlesstown,,2.4,0.9,1.9,2.4,3.2,0.9,1.9,,
5242,Lawlesstown,10,6.7,3.1,6.2,6.2,8.1,1.8,4.1,,
5243,Lawlesstown,,6.5,1.4,2.6,5.6,6.2,0.8,1.7,,
5244,Lawlesstown,,3.3,0.0,0.0,2.6,1.7,0.0,0.0,,
5245,Lawlesstown,,0.1,0.1,0.1,0.0,0.0,0.0,0.0,,
5246,Lawlesstown,,1.9,1.4,2.5,1.8,2.8,0.8,1.7,,
5247,Lawlesstown,,1.2,0.0,0.0,1.2,1.6,,,,
5248,Lee Bridge,15,7.2,3.0,7.3,8.4,9.8,3.0,6.9,,
5249,Lee Bridge,10,3.6,1.6,4.1,4.5,5.5,1.5,4.6,,
5250,Lee Bridge,,3.6,1.4,2.6,4.3,5.2,1.6,3.1,,
5251,Lee Bridge,,0.9,0.5,0.8,0.8,1.2,0.4,1.4,,
5252,Lee Bridge,,1.0,0.5,0.8,0.9,1.5,0.5,0.8,,
5253,Lee Bridge,,0.0,0.4,1.0,0.8,0.8,0.4,0.9,,
5254,Lee Bridge,,1.7,0.0,0.0,1.8,1.8,0.3,,,
5255,Lee Bridge,5,3.6,1.4,3.2,4.0,4.4,1.4,2.3,,
5256,Lee Bridge,,4.0,1.4,3.1,3.9,4.3,1.4,2.3,,
5257,Lee Bridge,,0.9,0.5,0.9,0.9,1.1,0.5,0.7,,
5258,Lee Bridge,,1.9,0.6,1.5,1.9,1.9,0.6,1.5,,
5259,Lee Bridge,,1.1,0.4,0.8,1.1,1.2,0.4,0.1,,
5260,Leeson Street,20,17.1,5.4,13.7,15.1,14.7,5.6,13.5,,
5261,Leeson Street,10,10.3,3.3,7.7,8.5,8.8,3.2,8.0,,
5262,Leeson Street,,10.1,3.3,7.6,8.5,8.6,3.1,8.0,,
5263,Leeson Street,,2.3,0.2,0.4,0.5,0.6,0.2,0.4,,
5264,Leeson Street,,0.3,0.1,0.1,0.3,0.4,0.1,0.2,,
5265,Leeson Street,,2.0,0.8,1.2,1.8,2.4,0.8,1.3,,
5266,Leeson Street,,2.1,0.8,2.1,2.0,1.7,0.9,1.9,,
5267,Leeson Street,,0.9,0.3,0.9,1.1,0.9,0.3,1.1,,
5268,Leeson Street,,2.5,1.1,3.0,2.8,2.6,0.9,3.1,,
5269,Leeson Street,10,6.9,2.1,6.0,6.6,5.9,2.4,5.5,,
5270,Leeson Street,,6.8,2.2,6.0,6.6,5.9,2.4,5.5,,
5271,Leeson Street,,2.3,0.9,2.5,2.8,2.6,0.9,2.7,,
5272,Leeson Street,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5273,Leeson Street,,0.4,0.1,0.0,0.1,0.2,0.0,0.1,,
5274,Leeson Street,,1.6,0.5,1.4,1.4,1.3,0.5,1.1,,
5275,Leeson Street,,2.7,0.8,2.1,2.3,1.9,1.1,1.6,,
5276,Leixlip,,,,,,,,,,
5277,Leixlip,,,,,,,,,,
5278,Leixlip,20,11.5,6.4,10.1,10.3,13.9,5.1,8.6,,
5288,Leixlip,4.5,2.4,0.7,1.7,2.5,2.9,0.7,1.8,,
5289,Leixlip,4.5,2.4,0.7,1.7,2.5,2.9,0.7,1.8,,
5290,Leixlip,,4.8,1.4,3.5,5.0,5.8,1.3,3.6,,
5291,Leixlip,,1.1,0.4,0.7,1.2,1.8,0.3,0.8,,
5292,Leixlip,,1.0,0.1,0.8,1.0,1.1,0.3,0.8,,
5293,Leixlip,,1.6,0.4,1.1,1.6,1.7,0.4,1.1,,
5294,Leixlip,,1.1,0.5,0.9,1.2,1.1,0.3,0.9,,
5295,Leixlip,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5296,Leixlip,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5297,Knockearagh,"{18.44}
56.7",32.5,14.7,35.4,35.0,40.0,13.9,33.3,,
5298,Knockearagh,"{17.74}
28.35",16.2,7.4,17.7,17.6,20.1,1.1,16.7,,
5299,Knockearagh,"{0.70}
28.35",16.2,7.4,17.7,17.5,20.0,12.8,16.6,,
5300,Knockearagh,,27.6,16.3,36.4,36.3,40.7,14.0,33.5,,
5301,Knockearagh,{0.70},4.4,2.6,6.0,4.2,5.7,2.7,4.5,,
5302,Knockearagh,{17.74},0.6,4.2,9.5,9.8,8.1,2.3,8.8,,
5303,Knockearagh,,8.2,3.4,7.4,7.8,9.6,3.3,7.1,,
5304,Knockearagh,,14.4,6.0,13.5,14.5,17.4,5.7,13.1,,
5305,Knockrour,{26.10},,,,,,,,,
5306,Knockrour,{26.10},,,,,,,,,
5307,Knockrour,,,,,,,,,,
5308,Kyleeragh,15,5.9,2.3,4.8,6.7,7.9,2.3,5.6,,
5309,Kyleeragh,10,3.0,1.4,2.4,4.0,5.0,1.5,3.5,,
5310,Kyleeragh,,2.8,1.3,2.3,3.7,4.7,1.4,3.4,,
5311,Kyleeragh,,1.4,0.5,1.1,2.3,2.5,0.8,2.2,,
5312,Kyleeragh,,0.1,0.1,0.1,0.1,0.2,0.0,0.0,,
5313,Kyleeragh,,1.3,0.6,1.1,1.4,2.1,0.6,1.2,,
5314,Kyleeragh,5,2.8,0.9,2.4,2.7,2.9,0.8,2.1,,
5315,Kyleeragh,,2.7,0.9,2.3,2.5,2.7,0.8,1.9,,
5316,Kyleeragh,,0.7,0.2,0.5,0.6,0.7,0.2,0.5,,
5317,Kyleeragh,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,
5318,Kyleeragh,,0.7,0.2,0.8,0.8,0.7,0.2,0.7,,
5319,Kyleeragh,,1.2,0.5,0.9,1.2,1.4,0.4,0.8,,
5320,Kyletaun,"{0.30}
9",8.4,3.3,7.0,7.4,9.9,3.8,7.4,,
5321,Kyletaun,4.5,4.2,1.6,3.5,3.9,5.2,2.0,3.9,,
5322,Kyletaun,"{0.30}
4.5",4.2,1.6,3.5,3.5,4.7,1.8,3.5,,
5323,Kyletaun,,8.3,3.3,6.9,7.4,9.8,3.8,7.3,,
5324,Kyletaun,,2.9,1.1,2.4,1.5,1.8,1.2,2.3,,
5325,Kyletaun,,1.6,0.8,1.4,2.7,4.3,1.2,2.1,,
5326,Kyletaun,,2.2,0.7,1.8,2.1,2.1,0.7,1.7,,
5327,Kyletaun,{0.30},1.6,0.6,1.4,1.1,1.6,0.7,1.3,,
5328,Lacka,{7.89},4.1,2.4,5.0,,,,,,
5329,Lacka,{7.89},2.1,1.2,2.5,,,,,,
5330,Lacka,,2.0,1.2,2.5,,,,,,
5331,Lake,9,3.4,1.1,2.6,3.2,3.8,1.0,2.6,,
5332,Lake,4.5,1.7,0.5,1.3,1.5,1.8,0.5,1.2,,
5333,Lake,4.5,1.7,0.5,1.3,1.7,2.0,0.6,1.4,,
5334,Lake,,3.4,1.1,2.6,3.2,3.9,1.0,2.6,,
5335,Lake,,0.3,0.2,0.3,0.4,0.6,0.1,0.3,,
5336,Lake,,1.4,0.4,1.0,1.1,1.2,0.4,1.0,,
5337,Lake,,1.7,0.6,1.3,1.7,2.1,0.5,1.3,,
5338,Lake,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5339,Lanesborough,"{5.26}
31.5",12.5,4.7,10.5,,,,,,
5340,Lanesborough,"{5.26}
31.5",12.5,4.7,10.5,,,,,,
5341,Lanesborough,,13.8,4.7,10.7,13.5,16.0,4.0,10.9,,
5342,Lanesborough,,2.4,0.9,1.9,2.4,3.6,0.3,1.8,,
5343,Lanesborough,{5.26},11.4,3.8,8.9,11.1,12.4,3.7,9.1,,
5344,Largan Hill,{6.25},,,,,,,,,
5345,Largan Hill,{6.25},,,,,,,,,
5346,Lawlesstown,,9.5,4.6,10.5,,,,,,
5347,Lawlesstown,,6.7,3.1,6.2,,,,,,
5348,Lawlesstown,,2.7,1.5,2.9,,,,,,
5349,Lawlesstown,,,,,,,,,,
5350,Lawlesstown,,0.1,0.0,1.4,,,,,,
5351,Lawlesstown,20,9.4,4.5,9.1,10.2,12.9,2.8,6.5,,
5352,Lawlesstown,10,2.7,1.5,2.9,4.1,4.8,1.0,2.5,,
5353,Lawlesstown,,2.6,1.2,2.4,3.2,4.0,0.9,2.3,,
5354,Lawlesstown,,0.0,0.0,0.0,0.0,0.0,0.1,0.1,,
5355,Lawlesstown,,0.2,0.3,0.5,0.9,0.8,0.0,0.3,,
5356,Lawlesstown,,2.4,0.9,1.9,2.4,3.2,0.9,1.9,,
5357,Lawlesstown,10,6.7,3.1,6.2,6.2,8.1,1.8,4.1,,
5358,Lawlesstown,,6.5,1.4,2.6,5.6,6.2,0.8,1.7,,
5359,Lawlesstown,,3.3,0.0,0.0,2.6,1.7,0.0,0.0,,
5360,Lawlesstown,,0.1,0.1,0.1,0.0,0.0,0.0,0.0,,
5361,Lawlesstown,,1.9,1.4,2.5,1.8,2.8,0.8,1.7,,
5362,Lawlesstown,,1.2,0.0,0.0,1.2,1.6,,,,
5363,Lee Bridge,15,7.2,3.0,7.3,8.4,9.8,3.0,6.9,,
5364,Lee Bridge,10,3.6,1.6,4.1,4.5,5.5,1.5,4.6,,
5365,Lee Bridge,,3.6,1.4,2.6,4.3,5.2,1.6,3.1,,
5366,Lee Bridge,,0.9,0.5,0.8,0.8,1.2,0.4,1.4,,
5367,Lee Bridge,,1.0,0.5,0.8,0.9,1.5,0.5,0.8,,
5368,Lee Bridge,,0.0,0.4,1.0,0.8,0.8,0.4,0.9,,
5369,Lee Bridge,,1.7,0.0,0.0,1.8,1.8,0.3,,,
5370,Lee Bridge,5,3.6,1.4,3.2,4.0,4.4,1.4,2.3,,
5371,Lee Bridge,,4.0,1.4,3.1,3.9,4.3,1.4,2.3,,
5372,Lee Bridge,,0.9,0.5,0.9,0.9,1.1,0.5,0.7,,
5373,Lee Bridge,,1.9,0.6,1.5,1.9,1.9,0.6,1.5,,
5374,Lee Bridge,,1.1,0.4,0.8,1.1,1.2,0.4,0.1,,
5375,Leeson Street,20,17.1,5.4,13.7,15.1,14.7,5.6,13.5,,
5376,Leeson Street,10,10.3,3.3,7.7,8.5,8.8,3.2,8.0,,
5377,Leeson Street,,10.1,3.3,7.6,8.5,8.6,3.1,8.0,,
5378,Leeson Street,,2.3,0.2,0.4,0.5,0.6,0.2,0.4,,
5379,Leeson Street,,0.3,0.1,0.1,0.3,0.4,0.1,0.2,,
5380,Leeson Street,,2.0,0.8,1.2,1.8,2.4,0.8,1.3,,
5381,Leeson Street,,2.1,0.8,2.1,2.0,1.7,0.9,1.9,,
5382,Leeson Street,,0.9,0.3,0.9,1.1,0.9,0.3,1.1,,
5383,Leeson Street,,2.5,1.1,3.0,2.8,2.6,0.9,3.1,,
5384,Leeson Street,10,6.9,2.1,6.0,6.6,5.9,2.4,5.5,,
5385,Leeson Street,,6.8,2.2,6.0,6.6,5.9,2.4,5.5,,
5386,Leeson Street,,2.3,0.9,2.5,2.8,2.6,0.9,2.7,,
5387,Leeson Street,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5388,Leeson Street,,0.4,0.1,0.0,0.1,0.2,0.0,0.1,,
5389,Leeson Street,,1.6,0.5,1.4,1.4,1.3,0.5,1.1,,
5390,Leeson Street,,2.7,0.8,2.1,2.3,1.9,1.1,1.6,,
5391,Leixlip,,,,,,,,,,
5392,Leixlip,,,,,,,,,,
5393,Leixlip,20,11.5,6.4,10.1,10.3,13.9,5.1,8.6,,
5403,Leixlip,10,10,5.2,6.2,3.6,4.9,4.5,5.7,3.4,3.8
5404,Leixlip,,,5.2,6.3,3.6,5.0,4.6,5.7,3.4,3.9
5405,Leixlip,,,1.9,1.8,1.8,2.2,1.8,1.6,1.6,1.6
5406,Leixlip,,,0.4,0.7,0.2,0.4,0.4,0.7,0.2,0.4
5407,Leixlip,,,1.9,2.7,0.8,1.4,1.6,2.7,0.8,1.4
5408,Leixlip,,,1.0,1.0,0.8,1.0,0.8,0.7,0.8,0.6
5409,Leixlip,10,10,6.3,7.8,2.8,5.2,5.8,8.2,1.7,4.8
5410,Leixlip,,,6.3,7.8,2.8,5.2,5.7,8.1,1.8,4.8
5411,Leixlip,,,1.4,2.3,0.5,1.0,1.3,2.4,0.6,1.1
5412,Leixlip,,,2.4,2.1,1.2,2.3,2.2,2.1,0.0,1.9
5413,Leixlip,,,1.4,1.6,0.5,1.1,1.3,1.6,0.6,1.1
5414,Leixlip,,,1.1,1.7,0.6,0.9,0.9,2.0,0.6,0.7
5415,Letterkenny,126,113.4,58.4,70.6,20.0,47.7,63.1,79.4,19.1,48.7
5416,Letterkenny,63,56.7,29.2,35.3,10.0,23.9,31.4,39.5,9.5,24.3
5417,Letterkenny,63,56.7,29.2,35.3,10.0,23.9,31.6,39.8,9.6,24.5
